City,Country,Quality of Life Index,Purchasing Power Index,Safety Index,Healthcare Index,Cost of Living Index,Property Price to Income Ratio,Traffic Commute Time Index,Pollution Index,Climate Index,Year,Continent,Latitude,Longitude
Karachi,Pakistan,82.09,39.06,37.8,58.22,27.1,11.05,45.22,94.51,70.96,2018,Asia,24.8546842,67.0207055
Ho Chi Minh City,Vietnam,80.27,36.92,43.5,55.62,41.28,17.33,30.22,94.6,63.44,2018,Asia,10.7715512,106.6983801
Jakarta,Indonesia,78.68,34.8,46.86,61.24,46.47,17.6,54.26,82.32,63.3,2018,Asia,-6.1753942,106.827183
Shanghai,China,78.2,66.16,56.03,59.69,56.16,42.84,46.62,84.29,83.41,2018,Asia,31.2322758,121.4692071
Sao Paulo,Brazil,76.62,40.03,27.59,53.15,56.83,20.74,48.91,84.96,99.17,2018,Latin America,-23.5506507,-46.6333824
Cairo,Egypt,76.01,25.27,44.12,43.71,26.49,12.5,49.64,94.74,88.45,2018,Africa,30.0443879,31.2357257
Manila,Philippines,74.58,43.04,40.83,66.84,42.4,16.88,56.1,91.03,60.2,2018,Asia,14.5948914,120.9782618
Rio de Janeiro,Brazil,72.14,39.15,23.02,42.0,57.14,21.31,54.62,69.93,87.38,2018,Latin America,-22.9110137,-43.2093727
Beijing,China,63.2,76.61,51.91,64.14,46.09,48.13,48.58,91.9,57.7,2018,Asia,39.906217,116.3912757
Dhaka,Bangladesh,61.58,37.72,29.43,39.95,33.64,14.07,55.53,94.15,71.29,2018,Asia,23.7861979,90.4026151
Nairobi,Kenya,20.29,27.87,40.06,59.6,42.06,83.32,56.09,78.62,99.79,2018,Africa,-1.2832533,36.8172449
Caracas,Venezuela,0.0,3.72,17.45,38.02,33.64,213.26,47.2,77.12,99.93,2018,Latin America,10.506098,-66.9146017
